  Lines           Copies        Function name
        3 (0.0%)      1 (0.0%)  <chalk_ir::AssocTypeId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::ClosureId<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::ClosureId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::Const<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::Const<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::DebruijnIndex as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::Environment<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::Environment<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::FnDefId<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::FnDefId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::Goal<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::Goal<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::ImplId<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::ImplId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::InferenceVar as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::OpaqueTyId<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::OpaqueTyId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClauses<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClauses<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::TraitId<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::TraitId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::UniverseIndex as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AssociatedTyValueBound<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AssociatedTyValueId<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::AssociatedTyValueId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <core::core_arch::x86::__m128i as core::core_arch::x86::m128iExt>::as_m128i
        3 (0.0%)      1 (0.0%)  <core::hash::BuildHasherDefault<H> as core::hash::BuildHasher>::build_hasher
        3 (0.0%)      1 (0.0%)  <core::iter::adapters::TakeWhile<I,P> as core::iter::traits::iterator::Iterator>::fold::ok
        3 (0.0%)      1 (0.0%)  <core::num::NonZeroU32 as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <core::str::Chars as core::iter::traits::iterator::Iterator>::next::{{closure}}
        3 (0.0%)      1 (0.0%)  <core::str::pattern::MatchOnly as core::str::pattern::TwoWayStrategy>::rejecting
        3 (0.0%)      1 (0.0%)  <ra_arena::RawId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_db::input::CrateId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_db::input::ProcMacroId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_db::input::SourceRootId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::ConstId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::ConstId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::EnumId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::EnumId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::FunctionId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::FunctionId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::ImplId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::ImplId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::StaticId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::StaticId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::StructId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::StructId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::TraitId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::TraitId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::TypeAliasId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::TypeAliasId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::UnionId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::UnionId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::attr::Attrs as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::builtin_type::BuiltinFloat as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_def::builtin_type::BuiltinFloat as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_def::docs::Documentation as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_expand::EagerMacroId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_expand::EagerMacroId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_expand::LazyMacroId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_expand::LazyMacroId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroFile as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroFile as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::FnSig as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::Substs as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::Substs as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::TypeCtorId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::TypeCtorId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::infer::unify::TypeVarId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::primitive::FloatTy as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <ra_hir_ty::primitive::FloatTy as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <ra_tt::TokenId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <rand::rngs::small::SmallRng as rand_core::RngCore>::next_u64
        3 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNode<L> as core::fmt::Display>::fmt
        3 (0.0%)      1 (0.0%)  <rowan::green::node::GreenNode as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::write_usize
        3 (0.0%)      1 (0.0%)  <salsa::intern_id::InternId as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <salsa::intern_id::InternId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <salsa::revision::Revision as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <str as alloc::string::ToString>::to_string
        3 (0.0%)      1 (0.0%)  <str as core::convert::AsRef<str>>::as_ref
        3 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <usize as core::iter::range::Step>::backward_unchecked
        3 (0.0%)      1 (0.0%)  <usize as core::iter::range::Step>::forward_unchecked
        3 (0.0%)      1 (0.0%)  <usize as core::ops::arith::Add>::add
        3 (0.0%)      1 (0.0%)  <vfs::FileId as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  alloc::slice::<impl [T]>::join
        3 (0.0%)      1 (0.0%)  alloc::slice::<impl alloc::borrow::ToOwned for [T]>::to_owned
        3 (0.0%)      1 (0.0%)  alloc::vec::from_elem
        3 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::Substitution<I>>::fmt
        3 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::size
        3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_load_si128
        3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_pause
        3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_set1_epi64x
        3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_set1_epi8
        3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_setzero_si128
        3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_store_si128
        3 (0.0%)      1 (0.0%)  core::hash::Hasher::write_isize
        3 (0.0%)      1 (0.0%)  core::hint::spin_loop
        3 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::step_by
        3 (0.0%)      1 (0.0%)  core::ptr::const_ptr::<impl *const T>::wrapping_add
        3 (0.0%)      1 (0.0%)  core::ptr::mut_ptr::<impl *mut T>::copy_to
        3 (0.0%)      1 (0.0%)  core::ptr::mut_ptr::<impl *mut T>::read
        3 (0.0%)      1 (0.0%)  core::slice::<impl [T]>::get_unchecked
        3 (0.0%)      1 (0.0%)  core::str::from_utf8_unchecked
        3 (0.0%)      1 (0.0%)  core::str::from_utf8_unchecked_mut
        3 (0.0%)      1 (0.0%)  core::sync::atomic::spin_loop_hint
        3 (0.0%)      1 (0.0%)  hashbrown::raw::is_full
        3 (0.0%)      1 (0.0%)  hashbrown::raw::offset_from
        3 (0.0%)      1 (0.0%)  hashbrown::raw::special_is_empty
        3 (0.0%)      1 (0.0%)  indexmap::map::Pos::is_none
        3 (0.0%)      1 (0.0%)  indexmap::map::usable_capacity
        3 (0.0%)      1 (0.0%)  ra_ssr::MatchFinder::output_debug_for_nodes_at_range::{{closure}}::{{closure}}
        3 (0.0%)      1 (0.0%)  ra_ssr::matching::RECORDING_MATCH_FAIL_REASONS::__getit
        3 (0.0%)      1 (0.0%)  ra_ssr::matching::RECORDING_MATCH_FAIL_REASONS::__init
        3 (0.0%)      1 (0.0%)  ra_ssr::matching::recording_match_fail_reasons::{{closure}}
        3 (0.0%)      1 (0.0%)  rand::Rng::gen_range
        3 (0.0%)      1 (0.0%)  rand::distributions::integer::<impl rand::distributions::Distribution<usize> for rand::distributions::Standard>::sample
        3 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::text
        3 (0.0%)      1 (0.0%)  salsa::Database::salsa_runtime
        3 (0.0%)      1 (0.0%)  salsa::Database::salsa_runtime_mut
        3 (0.0%)      1 (0.0%)  salsa::runtime::Runtime::id
        3 (0.0%)      1 (0.0%)  std::thread::panicking
        3 (0.0%)      1 (0.0%)  thin_dst::ThinData<Head,SliceItem>::erase
        3 (0.0%)      1 (0.0%)  thin_dst::ThinData<Head,SliceItem>::len
        2 (0.0%)      2 (0.0%)  <[T; 1] as smallvec::Array>::size
        2 (0.0%)      2 (0.0%)  core::ptr::null_mut
        2 (0.0%)      1 (0.0%)  <&T as core::borrow::Borrow<T>>::borrow
        2 (0.0%)      1 (0.0%)  <core::sync::atomic::AtomicUsize as parking_lot::elision::AtomicElisionExt>::elision_compare_exchange_acquire
        2 (0.0%)      1 (0.0%)  <core::sync::atomic::AtomicUsize as parking_lot::elision::AtomicElisionExt>::elision_fetch_sub_release
        2 (0.0%)      1 (0.0%)  <indexmap::map::Pos as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_db::input::CrateId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_db::input::SourceRootId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::ConstId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::EnumId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::FunctionId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::ImplId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::StaticId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::StructId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::TraitId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::TypeAliasId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_hir_def::UnionId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_parser::FragmentKind as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_parser::syntax_kind::generated::SyntaxKind as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <ra_tt::TokenId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::finish
        2 (0.0%)      1 (0.0%)  <salsa::durability::Durability as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <salsa::intern_id::InternId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <salsa::revision::Revision as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <std::collections::hash::map::ValuesMut<K,V> as core::iter::traits::iterator::Iterator>::next::{{closure}}
        2 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  <usize as core::ops::bit::BitXor>::bitxor
        2 (0.0%)      1 (0.0%)  <vfs::FileId as core::clone::Clone>::clone
        2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for i32>::clone
        2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for u32>::clone
        2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for u8>::clone
        2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for usize>::clone
        2 (0.0%)      1 (0.0%)  core::option::Option<&T>::copied::{{closure}}
        2 (0.0%)      1 (0.0%)  core::str::<impl str>::as_ptr
        2 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::any_bit_set
        2 (0.0%)      1 (0.0%)  indexmap::Bucket<K,V>::key_ref
        2 (0.0%)      1 (0.0%)  indexmap::map::desired_pos
        2 (0.0%)      1 (0.0%)  indexmap::map::lo32
        2 (0.0%)      1 (0.0%)  text_size::size::<impl core::convert::From<text_size::size::TextSize> for usize>::from
        1 (0.0%)      1 (0.0%)  <Borrowed as rand::distributions::uniform::SampleBorrow<Borrowed>>::borrow
        1 (0.0%)      1 (0.0%)  <[T; 4] as smallvec::Array>::size
        1 (0.0%)      1 (0.0%)  <alloc::vec::ExtendElement<T> as alloc::vec::ExtendWith<T>>::last
        1 (0.0%)      1 (0.0%)  <chalk_ir::Void as core::cmp::PartialEq>::eq
        1 (0.0%)      1 (0.0%)  <chalk_ir::Void as core::hash::Hash>::hash
        1 (0.0%)      1 (0.0%)  <core::marker::PhantomData<T> as core::clone::Clone>::clone
        1 (0.0%)      1 (0.0%)  <core::marker::PhantomData<T> as core::hash::Hash>::hash
        1 (0.0%)      1 (0.0%)  <core::str::pattern::MatchOnly as core::str::pattern::TwoWayStrategy>::use_early_reject
        1 (0.0%)      1 (0.0%)  <core::str::pattern::RejectAndMatch as core::str::pattern::TwoWayStrategy>::use_early_reject
        1 (0.0%)      1 (0.0%)  <ra_db::CrateGraphQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_db::FileSourceRootQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_db::FileTextQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_db::ParseQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_db::SourceRootCratesQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_db::SourceRootQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::body::SyntheticSyntax as core::cmp::PartialEq>::eq
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::AttrsQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::BodyQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::BodyWithSourceMapQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::ConstDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::CrateDefMapQueryQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::CrateLangItemsQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::DocumentationQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::EnumDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::ExprScopesQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::FunctionDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::GenericParamsQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::ImplDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::ImportMapQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::ItemTreeQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::LangItemQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::ModuleLangItemsQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::StaticDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::StructDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::TraitDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::TypeAliasDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::db::UnionDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_def::item_tree::Expr as core::cmp::PartialEq>::eq
        1 (0.0%)      1 (0.0%)  <ra_hir_expand::db::AstIdMapQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_expand::db::ExpandProcMacroQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_expand::db::MacroArgQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_expand::db::MacroDefQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_expand::db::MacroExpandQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_expand::db::ParseMacroQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::AssociatedTyDataQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::AssociatedTyValueQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::CallableItemSignatureQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::FieldTypesQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::FnDefDatumQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::GenericDefaultsQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::GenericPredicatesForParamQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::GenericPredicatesQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::ImplDatumQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::ImplSelfTyQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::ImplTraitQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::InferQueryQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::InherentImplsInCrateQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::ProgramClausesForChalkEnvQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::ReturnTypeImplTraitsQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::StructDatumQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::TraitDatumQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::TraitImplsInCrateQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::TraitImplsInDepsQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::TraitSolveQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::TyQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_hir_ty::db::ValueTyQuery as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <ra_ssr::parsing::NodeKind as core::clone::Clone>::clone
        1 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::default::Default>::default
        1 (0.0%)      1 (0.0%)  <u32 as indexmap::map::Size>::is_64_bit
        1 (0.0%)      1 (0.0%)  <u64 as indexmap::map::Size>::is_64_bit
        1 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialEq for ()>::eq
        1 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for ()>::hash
        1 (0.0%)      1 (0.0%)  core::hint::unreachable_unchecked
        1 (0.0%)      1 (0.0%)  core::num::<impl u32>::max_value
        1 (0.0%)      1 (0.0%)  core::num::<impl usize>::max_value
        1 (0.0%)      1 (0.0%)  core::num::NonZeroUsize::get
        1 (0.0%)      1 (0.0%)  core::ptr::null
        1 (0.0%)      1 (0.0%)  core::str::<impl str>::find::{{closure}}
        1 (0.0%)      1 (0.0%)  core::str::<impl str>::rfind::{{closure}}
        1 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::atomic_cell::AtomicUnit::compare_exchange_weak
        1 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::atomic_cell::AtomicUnit::load
        1 (0.0%)      1 (0.0%)  hashbrown::raw::h1
        1 (0.0%)      1 (0.0%)  indexmap::map::Pos::none
        1 (0.0%)      1 (0.0%)  parking_lot::elision::have_elision
        1 (0.0%)      1 (0.0%)  parking_lot_core::parking_lot::deadlock::acquire_resource
        1 (0.0%)      1 (0.0%)  parking_lot_core::parking_lot::deadlock::release_resource
        1 (0.0%)      1 (0.0%)  text_size::range::TextRange::end
        1 (0.0%)      1 (0.0%)  text_size::range::TextRange::start
